ImageId,EncodedPixels
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,65005 3 65518 14 66034 18 66551 22 67069 25 67586 27 68104 29 68623 29 69142 30 69661 31 70180 31 70699 31 71218 32 71738 31 72257 30 72777 29 73297 27 73816 26 74335 25 74855 23 75375 20 75895 18 76415 16 76936 12 77457 8
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,92530 4 93046 10 93563 13 94081 16 94599 18 95117 19 95635 20 96154 20 96673 20 97192 20 97711 19 98230 19 98749 18 99268 18 99787 17 100306 17 100825 16 101345 15 101867 11 102388 6
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,4292 6 4811 8 5330 10 5850 9 6369 9 6889 8 7409 7 7928 7 8448 6 8967 6
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,10009 1 10527 3 11046 3 11565 3 12084 2 12603 3
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,74372 3 74887 10 75404 14 75922 15 76440 16 76959 16 77478 16 77997 16 78516 16 79035 16 79554 16 80073 16 80592 16 81111 16 81630 16 82149 16 82668 16 83188 15 83707 15 84226 15 84746 14 85266 14 85785 14 86304 14 86824 12 87343 12 87863 11 88384 7
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,108106 8 108623 14 109140 18 109658 21 110176 23 110695 23 111214 24 111734 23 112253 23 112773 22 113292 22 113812 20 114332 19 114852 18 115372 17 115893 12 116415 7
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,92552 9 93069 12 93587 15 94106 16 94624 17 95143 17 95662 17 96181 17 96212 1 96700 18 96727 7 97219 18 97245 9 97738 18 97764 11 98257 18 98283 11 98776 18 98801 12 99295 18 99320 12 99814 19 99839 12 100333 20 100358 12 100852 22 100877 11 101371 23 101395 11 101890 35 102409 35 102929 33 103448 33 103967 34 104486 34 105005 33 105525 33 106045 32 106565 31 107085 29 107604 29 108125 27 108650 20 109174 13 109697 6
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,2260 2 2776 8 3293 12 3812 12 4330 13 4848 14 5367 14 5885 15 6404 14 6923 14 7442 13 7960 13 8479 12 8998 11 9516 11 10034 11 10553 10 11071 10 11589 11 12108 10 12628 8 13148 5
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,27177 5 27693 10 28207 16 28727 16 29247 16 29768 14 30289 12 30808 12 31327 12 31846 12 32365 12 32884 11 33403 9 33922 7
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,37074 7 37591 12 38108 15 38626 17 39143 21 39661 23 40180 23 40698 24 41217 24 41736 24 42255 24 42774 23 43293 22 43812 21 44332 20 44852 18 45373 13 45894 9
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,14776 9 15293 14 15810 20 16329 21 16848 22 17366 25 17884 27 18404 27 18923 29 19442 30 19962 29 20481 30 21000 31 21519 32 22038 32 22558 31 23079 29 23599 29 24118 29 24638 27 25159 25 25680 23 26201 20 26722 16 27242 14 27766 5
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,257 22 774 26 1294 26 1813 26 2333 24 2853 23 3375 20 3896 18 4416 17 4936 17 5455 18 5974 18 6493 19 7012 19 7531 19 8050 18 8569 18 9088 19 9607 21 9636 2 10126 35 10645 36 11165 37 11685 37 12206 36 12726 35 13249 31 13774 25 14294 24 14813 24 15332 25 15851 25 16370 25 16889 25 17408 24 17926 25 18445 25 18964 25 19483 25 20002 25 20522 24 21041 23 21560 22 22079 21 22598 20 23117 20 23638 16 24158 14 24679 9
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,51667 10 52183 15 52700 19 53217 22 53734 25 54252 27 54769 31 55287 32 55805 33 56323 34 56841 36 57360 36 57878 37 58397 37 58916 37 59435 37 59953 38 60472 37 60991 37 61510 37 62029 36 62548 35 63068 33 63587 32 64106 32 64625 30 65145 28 65665 25 66186 22 66706 19 67228 15 67749 10
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,93718 10 94234 14 94751 17 95268 20 95785 23 96303 25 96821 26 97339 27 97857 28 98376 27 98894 27 99413 26 99932 26 100451 25 100971 24 101490 23 102010 20 102531 16 103052 10
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,112401 5 112919 8 113437 10 113955 11 114473 13 114992 13 115511 12 116030 12 116549 11 117069 8 117589 5 118108 4
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,123317 7 123835 10 124352 13 124870 15 125389 15 125907 17 126426 17 126945 17 127464 17 127983 17 128502 16 129020 18 129539 18 130058 17 130577 17 131099 10
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,313 12 829 18 1347 21 1866 22 2385 24 2904 24 3423 25 3942 25 4461 25 4981 24 5500 25 6019 25 6539 25 7059 24 7579 23 8098 24 8618 22 9138 21 9658 21 10178 19 10697 19 11217 17 11737 15 12258 12 12778 8
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,66775 7 67292 12 67809 14 68327 16 68845 17 69364 17 69881 19 70399 20 70918 20 71436 21 71955 20 72474 20 72992 20 73510 21 74028 21 74547 21 75065 21 75584 21 76101 23 76619 24 77138 23 77657 23 78175 23 78694 22 79213 22 79732 21 80251 21 80771 19 81290 18 81809 16 82330 11 82851 7
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,41352 1 41865 11 42380 18 42897 22 43415 24 43934 25 44452 28 44971 29 45490 29 46008 30 46527 30 47045 31 47563 32 48082 32 48601 32 49120 32 49639 32 50159 31 50679 30 51199 28 51719 27 52238 25 52759 22 53279 20 53800 16 54321 12
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,81832 7 82349 11 82867 13 82905 1 83386 15 83419 10 83905 16 83937 12 84424 16 84454 15 84942 17 84972 17 85461 18 85491 18 85980 19 86009 19 86499 19 86528 19 87018 20 87047 20 87537 20 87566 20 88055 21 88085 20 88573 22 88604 20 89092 21 89123 20 89611 21 89642 20 90130 21 90161 20 90649 20 90680 20 91167 20 91199 20 91686 20 91717 21 92205 20 92235 21 92724 20 92753 20 93243 20 93271 20 93762 20 93790 20 94281 21 94308 20 94800 46 95320 44 95840 42 96360 41 96880 40 97402 36 97924 32 98445 29 98964 29 99483 29 100002 29 100521 29 101040 29 101559 30 102078 31 102597 31 103117 31 103636 31 104155 31 104675 30 105194 30 105714 29 106233 29 106753 28 107272 28 107792 27 108312 26 108832 24 109351 24 109871 21 110392 18 110913 15 111434 10
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,359 13 877 16 1395 17 1913 18 2431 19 2950 19 3468 20 3987 20 4506 20 5025 19 5544 18 6064 16 6584 14 7104 13 7624 10 8146 4
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,11282 6 11797 12 12315 14 12833 16 13352 16 13870 18 14388 19 14907 19 15426 19 15945 19 16463 20 16982 20 17501 20 18020 20 18539 20 19058 20 19577 20 20096 20 20615 20 21134 20 21653 20 22172 20 22690 20 23209 20 23728 20 24247 19 24766 18 25285 18 25804 17 26323 17 26843 16 27362 16 27881 15 28400 13 28921 10 29442 6
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,117167 12 117685 15 118203 18 118721 20 119239 22 119757 23 120276 23 120794 25 121313 25 121831 26 122349 27 122867 28 123385 29 123904 30 124422 31 124940 32 125459 32 125977 33 126496 33 127015 33 127533 33 128052 33 128571 33 129089 34 129608 33 130127 33 130646 33 131167 28
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,64229 10 64746 16 65264 18 65782 21 66300 24 66819 24 67338 25 67857 25 68376 26 68895 27 69414 27 69933 27 70452 28 70972 27 71492 26 72011 26 72531 25 73050 25 73570 24 74089 24 74609 22 75129 21 75649 20 76169 17 76688 16 77210 11 77732 5
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,46090 7 46606 12 47124 15 47642 17 48160 18 48678 20 49197 20 49716 20 50235 20 50753 21 51272 21 51791 21 52310 21 52829 21 53348 21 53867 21 54386 21 54905 21 55423 22 55942 22 56461 22 56980 22 57499 22 58019 20 58538 20 59057 20 59576 19 60095 18 60614 17 61133 17 61653 15 62173 12 62695 7
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,115665 6 116180 12 116697 16 117214 19 117732 21 118249 23 118767 24 119284 26 119801 27 120320 27 120838 28 121356 28 121874 29 122392 29 122911 29 123429 29 123948 29 124467 29 124985 30 125504 29 126023 29 126542 27 127061 26 127580 26 128099 25 128619 22 129138 21 129658 19 130177 17 130700 10
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,436 26 953 32 1471 35 1991 36 2511 36 3032 34 3557 29 4078 27 4599 25 5118 25 5638 24 6158 22 6678 21 7197 21 7717 20 8237 18 8758 14 9278 12 9799 9 10318 9 10835 11 11351 15 11867 20 12385 22 12903 24 13421 25 13939 27 14457 28 14976 29 15495 29 16014 30 16533 31 17052 31 17571 31 18090 32 18609 32 19129 31 19648 31 20168 31 20687 31 21207 30 21726 30 22245 31 22764 31 23284 30 23803 31 24323 30 24843 29 25362 29 25881 29 26400 30 26919 29 27439 28 27958 28 28477 28 28997 27 29518 26 30037 26 30557 25 31076 25 31595 25 32114 25 32633 25 33152 24 33671 24 34190 24 34709 23 35228 21 35747 20 36267 18 36787 15 37308 10 37831 2
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,58070 9 58585 15 59102 20 59619 22 60136 25 60655 26 61173 29 61691 30 62209 32 62728 33 63246 35 63765 36 64284 37 64803 37 65322 38 65841 38 66360 39 66878 40 67396 42 67913 44 68432 44 68950 45 69467 47 69986 47 70504 48 71023 47 71542 47 72061 46 72580 45 73099 45 73619 44 74139 19 74159 22 74659 14 74679 21 75180 10 75198 19 75702 4 75718 17 76238 14 76758 10
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,85089 7 85603 15 86120 19 86638 20 87155 23 87672 26 88190 27 88709 28 89226 30 89744 31 90262 32 90781 32 91300 31 91819 31 92338 30 92857 30 93375 30 93894 30 94413 30 94932 29 95451 29 95970 28 96489 27 97009 25 97528 24 98048 21 98567 19 99088 15 99609 11
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,104291 3 104806 10 105323 15 105841 17 106359 20 106878 20 107395 23 107913 24 108432 25 108950 27 109469 28 109987 30 110505 31 111023 32 111542 32 112061 32 112579 33 113098 33 113617 33 114136 33 114655 33 115174 33 115694 31 116213 31 116732 30 117252 28 117771 28 118292 25 118811 24 119330 23 119850 20 120369 19 120889 16 121411 11 121935 1
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,32690 4 33206 10 33723 13 34241 14 34759 15 35277 16 35796 16 36315 16 36834 16 37352 17 37871 17 38390 17 38909 17 39428 17 39948 16 40467 16 40986 16 41505 16 42024 16 42543 16 43062 16 43582 15 44102 14 44623 12 45143 10
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,60195 8 60713 10 61231 12 61749 13 62266 15 62785 15 63304 15 63823 15 64341 16 64861 15 65380 15 65899 15 66418 15 66938 14 67458 13 67978 12 68497 12 69018 9 69540 5
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,13497 1 14015 4 14533 7 15052 8 15571 8 16090 8 16609 8 17128 9 17647 9 18166 10 18685 10 19204 10 19723 10 20242 9 20761 10 21280 10 21799 10 21829 12 22318 10 22346 17 22837 9 22865 20 23356 9 23383 22 23875 10 23902 23 24394 10 24420 25 24913 11 24939 26 25432 11 25457 27 25951 11 25976 28 26470 12 26495 28 26989 12 27013 30 27508 12 27532 30 28027 12 28051 31 28546 12 28570 31 29065 12 29089 31 29584 12 29608 30 30103 12 30127 30 30622 12 30646 30 31141 11 31165 31 31660 10 31683 32 32179 9 32201 33 32699 6 32719 34 33218 5 33238 34 33736 5 33757 33 34255 5 34277 30 34774 7 34797 18 35293 7 35316 17 35812 8 35836 16 36331 8 36355 16 36850 8 36874 16 37369 8 37394 16 37888 8 37913 16 38407 8 38432 17 38926 9 38951 19 39445 9 39468 22 39964 10 39982 28 40483 10 40502 27 41002 10 41030 19 41521 10 41551 17 42040 10 42071 16 42559 12 42576 5 42591 14 43078 14 43093 13 43110 14 43597 47 44116 48 44635 49 45155 48 45674 47 46193 48 46712 50 47231 51 47751 51 48270 28 48301 20 48789 28 48819 21 49308 51 49827 28 49856 22 50347 23 50376 21 50866 23 50895 20 51387 21 51415 18 51906 21 51936 16 52425 21 52457 13 52945 19 52978 10 53463 21 53500 4 53980 24 54497 26 55016 26 55535 26 56053 26 56573 25 57092 24 57611 8 57625 9 57687 9 58130 5 58150 2 58205 14 58649 6 58722 19 59168 7 59241 21 59687 8 59702 6 59759 24 60206 12 60221 5 60278 26 60724 19 60797 27 61244 21 61315 29 61763 23 61834 30 62282 24 62353 31 62801 23 62872 32 63320 23 63392 31 63839 23 63912 32 64358 23 64431 33 64877 23 64918 8 64950 34 65396 23 65435 13 65469 34 65915 23 65954 13 65988 35 66434 23 66472 15 66508 35 66954 22 66990 16 67027 35 67473 22 67509 17 67546 35 67993 21 68027 18 68066 35 68512 21 68547 18 68586 34 69031 21 69066 19 69106 33 69550 20 69586 18 69626 33 70069 21 70105 18 70146 32 70588 21 70624 19 70664 33 71106 22 71144 18 71184 32 71625 23 71663 20 71702 33 72144 24 72182 20 72221 33 72663 24 72702 19 72739 33 73182 25 73220 20 73257 33 73702 24 73740 19 73776 32 74222 24 74259 19 74294 32 74744 21 74778 19 74812 31 75266 18 75297 19 75331 14 75786 17 75816 20 75849 14 76306 16 76336 19 76368 13 76826 15 76855 19 76886 13 77347 14 77373 20 77405 12 77868 12 77891 21 77920 16 78390 8 78409 21 78438 17 78911 10 78925 49 79430 62 79948 36 79987 23 80466 37 80506 23 80985 37 81025 22 81503 38 81545 21 82020 40 82065 19 82538 41 82585 18 83059 37 83106 13
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,82524 6 83046 2
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,1567 4 2087 5
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,54 16 573 17 1093 15 1615 9
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,76 17 595 19 1114 19 1634 18 2153 18 2673 17 3192 17 3711 17 4230 18 4749 19 5269 18 5789 18 6308 18 6828 17 7348 17 7867 18 8386 19 8905 20 9424 20 9944 19 10463 20 10982 20 11502 19 12022 19 12542 19 13061 20 13580 20 14100 20 14619 20 15140 19 15659 21 16179 20 16698 21 17217 21 17737 21 18256 21 18776 21 19296 21 19816 20 20336 20 20856 19 21376 19 21895 20 22414 21 22934 24 23453 28 23972 31 24492 33 25011 37 25532 40 26053 40 26572 41 27092 40 27612 40 28132 40 28651 40 29172 38 29694 36 30220 29 30740 29 31261 28 31781 27 32301 27 32821 26 33342 25 33862 24 34382 24 34903 24 35422 25 35942 24 36461 25 36981 24 37501 24 38021 24 38541 23 39061 23 39581 22 40101 22 40620 23 41140 22 41659 23 42179 22 42700 21 43219 20 43739 19 44259 17 44780 14 45301 11 45823 7
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,24473 5 24991 8 25509 10 26028 11 26547 13 27066 14 27585 15 28103 17 28622 18 29141 18 29660 19 30179 21 30698 23 31217 25 31737 26 32256 31 32775 33 33294 35 33813 37 34332 38 34850 41 35370 41 35889 41 36410 40 36930 39 37449 40 37969 40 38490 38 39010 38 39529 38 40049 37 40568 37 41088 36 41608 35 42129 33 42650 31 43172 28 43693 26 44214 24 44734 22 45254 21 45774 19 46296 14 46818 7
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,111 3 626 13 1144 16 1663 17 2182 17 2700 18 3220 17 3739 16 4261 10
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,12053 5 12571 7 13091 2
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,69163 5 69679 10 70197 14 70715 16 71234 17 71753 18 72272 19 72791 20 73311 19 73831 19 74351 19 74871 20 75390 21 75910 23 76429 24 76948 25 77467 26 77986 27 78504 29 79023 30 79542 32 80061 34 80580 35 81100 34 81620 33 82139 33 82659 33 83181 29
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,664 4
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,5877 4 6395 8 6913 10 7430 12 7949 13 8468 15 8987 15 9506 15 10025 15 10544 15 11063 15 11582 16 12100 17 12619 17 13138 17 13657 18 14177 17 14696 19 15215 19 15736 17 16255 18 16775 17 17294 18 17814 17 18333 17 18853 16 19374 13 19893 13 20413 11 20936 3
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,31317 1 31833 8 32350 11 32868 12 33387 13 33906 13 34425 13 34944 14 35463 14 35982 14 36501 13 37022 11 37543 8 38064 4
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,706 11 1223 15 1741 17 2259 19 2778 20 3297 20 3816 20 4335 20 4854 20 5373 20 5893 19 6412 19 6933 16 7453 15 7973 12 8495 7
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,30821 7 31339 10 31856 14 32374 16 32893 16 33412 17 33931 18 34450 19 34969 19 35488 20 36007 20 36527 19 37047 19 37567 19 38086 19 38606 19 39125 19 39645 18 40165 17 40685 17 41204 17 41723 17 42243 16 42762 16 43281 16 43800 16 44319 16 44838 17 45357 18 45875 19 46394 19 46910 21 47425 24 47942 24 48460 19 48978 19 49496 19 50015 19 50534 19 51053 18 51572 18 52090 18 52609 18 53128 18 53648 17 54167 17 54686 17 55205 17 55725 16 56244 15 56765 11 57287 5
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,215 13 236 20 733 16 750 26 1251 45 1771 44 2291 44 2811 44 3331 43 3851 42 4369 42 4888 40 5406 38 5923 39 6441 40 6959 41 7476 44 7994 46 8512 48 9030 49 9549 50 10067 52 10587 53 11105 35 11143 16 11624 32 11662 16 12143 25 12182 15 12662 23 12703 13 13181 22 13223 12 13700 22 13743 11 14219 22 14264 9 14738 23 14784 9 15258 23 15304 8 15777 24 16297 23 16817 23 17338 21 17858 20 18378 19 18898 18 19418 17 19938 16 20458 14 20980 8
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,57325 8 57841 16 58360 19 58879 20 59398 21 59917 21 60436 22 60955 24 61474 24 61993 25 62512 25 63031 25 63551 25 64071 25 64591 25 65111 25 65631 25 66151 25 66671 25 67191 26 67712 25 68232 25 68753 24 69275 22 69795 22 70316 21 70836 20 71356 19 71876 18 72397 16 72917 13 73438 10
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,29322 5 29840 8 30358 10 30877 11 31395 13 31914 14 32433 16 32951 18 33471 18 33990 18 34509 19 35028 19 35546 20 36063 21 36580 18 37098 17 37616 17 38134 18 38653 18 39172 19 39691 20 40211 20 40730 21 41250 21 41771 21 42291 21 42810 22 43330 22 43849 23 44370 22 44890 22 45410 22 45931 21 46451 21 46971 21 47492 20 48012 20 48532 20 49052 20 49573 18 50092 20 50612 19 51133 17 51654 14 52177 6
